ID,utt_id,wav,wav_format,text,duration,speaker,gender,accent
52,vctk#wav48_silence_trimmed/p225/p225_028_mic1,$data_root/wav48_silence_trimmed/p225/p225_028_mic1.flac,flac,,2.1325,VCTK_p225,,english
53,vctk#wav48_silence_trimmed/p225/p225_028_mic2,$data_root/wav48_silence_trimmed/p225/p225_028_mic2.flac,flac,,2.1325,VCTK_p225,,english
54,vctk#wav48_silence_trimmed/p225/p225_029_mic1,$data_root/wav48_silence_trimmed/p225/p225_029_mic1.flac,flac,,1.795875,VCTK_p225,,english
55,vctk#wav48_silence_trimmed/p225/p225_029_mic2,$data_root/wav48_silence_trimmed/p225/p225_029_mic2.flac,flac,,1.795875,VCTK_p225,,english
56,vctk#wav48_silence_trimmed/p225/p225_030_mic1,$data_root/wav48_silence_trimmed/p225/p225_030_mic1.flac,flac,,4.176041666666666,VCTK_p225,,english
57,vctk#wav48_silence_trimmed/p225/p225_030_mic2,$data_root/wav48_silence_trimmed/p225/p225_030_mic2.flac,flac,,4.176041666666666,VCTK_p225,,english
58,vctk#wav48_silence_trimmed/p225/p225_033_mic1,$data_root/wav48_silence_trimmed/p225/p225_033_mic1.flac,flac,,5.306708333333333,VCTK_p225,,english
59,vctk#wav48_silence_trimmed/p225/p225_033_mic2,$data_root/wav48_silence_trimmed/p225/p225_033_mic2.flac,flac,,5.306708333333333,VCTK_p225,,english
60,vctk#wav48_silence_trimmed/p225/p225_035_mic1,$data_root/wav48_silence_trimmed/p225/p225_035_mic1.flac,flac,,4.334,VCTK_p225,,english
61,vctk#wav48_silence_trimmed/p225/p225_035_mic2,$data_root/wav48_silence_trimmed/p225/p225_035_mic2.flac,flac,,4.334,VCTK_p225,,english
62,vctk#wav48_silence_trimmed/p225/p225_036_mic1,$data_root/wav48_silence_trimmed/p225/p225_036_mic1.flac,flac,,3.6302083333333335,VCTK_p225,,english
63,vctk#wav48_silence_trimmed/p225/p225_036_mic2,$data_root/wav48_silence_trimmed/p225/p225_036_mic2.flac,flac,,3.6302083333333335,VCTK_p225,,english
64,vctk#wav48_silence_trimmed/p225/p225_037_mic1,$data_root/wav48_silence_trimmed/p225/p225_037_mic1.flac,flac,,3.8840416666666666,VCTK_p225,,english
65,vctk#wav48_silence_trimmed/p225/p225_037_mic2,$data_root/wav48_silence_trimmed/p225/p225_037_mic2.flac,flac,,3.8840416666666666,VCTK_p225,,english
66,vctk#wav48_silence_trimmed/p225/p225_038_mic1,$data_root/wav48_silence_trimmed/p225/p225_038_mic1.flac,flac,,3.1645833333333333,VCTK_p225,,english
67,vctk#wav48_silence_trimmed/p225/p225_038_mic2,$data_root/wav48_silence_trimmed/p225/p225_038_mic2.flac,flac,,3.1645833333333333,VCTK_p225,,english
68,vctk#wav48_silence_trimmed/p225/p225_039_mic1,$data_root/wav48_silence_trimmed/p225/p225_039_mic1.flac,flac,,4.940916666666666,VCTK_p225,,english
69,vctk#wav48_silence_trimmed/p225/p225_039_mic2,$data_root/wav48_silence_trimmed/p225/p225_039_mic2.flac,flac,,4.940916666666666,VCTK_p225,,english
70,vctk#wav48_silence_trimmed/p225/p225_040_mic1,$data_root/wav48_silence_trimmed/p225/p225_040_mic1.flac,flac,,2.1613333333333333,VCTK_p225,,english
71,vctk#wav48_silence_trimmed/p225/p225_040_mic2,$data_root/wav48_silence_trimmed/p225/p225_040_mic2.flac,flac,,2.1613333333333333,VCTK_p225,,english
72,vctk#wav48_silence_trimmed/p225/p225_044_mic1,$data_root/wav48_silence_trimmed/p225/p225_044_mic1.flac,flac,,6.874291666666666,VCTK_p225,,english
73,vctk#wav48_silence_trimmed/p225/p225_044_mic2,$data_root/wav48_silence_trimmed/p225/p225_044_mic2.flac,flac,,6.874291666666666,VCTK_p225,,english
74,vctk#wav48_silence_trimmed/p225/p225_045_mic1,$data_root/wav48_silence_trimmed/p225/p225_045_mic1.flac,flac,,4.524541666666667,VCTK_p225,,english
75,vctk#wav48_silence_trimmed/p225/p225_045_mic2,$data_root/wav48_silence_trimmed/p225/p225_045_mic2.flac,flac,,4.524541666666667,VCTK_p225,,english
76,vctk#wav48_silence_trimmed/p225/p225_046_mic1,$data_root/wav48_silence_trimmed/p225/p225_046_mic1.flac,flac,,3.16,VCTK_p225,,english
77,vctk#wav48_silence_trimmed/p225/p225_046_mic2,$data_root/wav48_silence_trimmed/p225/p225_046_mic2.flac,flac,,3.16,VCTK_p225,,english
78,vctk#wav48_silence_trimmed/p225/p225_049_mic1,$data_root/wav48_silence_trimmed/p225/p225_049_mic1.flac,flac,,2.0052916666666665,VCTK_p225,,english
79,vctk#wav48_silence_trimmed/p225/p225_049_mic2,$data_root/wav48_silence_trimmed/p225/p225_049_mic2.flac,flac,,2.0052916666666665,VCTK_p225,,english
80,vctk#wav48_silence_trimmed/p225/p225_051_mic1,$data_root/wav48_silence_trimmed/p225/p225_051_mic1.flac,flac,,2.2920833333333333,VCTK_p225,,english
81,vctk#wav48_silence_trimmed/p225/p225_051_mic2,$data_root/wav48_silence_trimmed/p225/p225_051_mic2.flac,flac,,2.2920833333333333,VCTK_p225,,english
82,vctk#wav48_silence_trimmed/p225/p225_052_mic1,$data_root/wav48_silence_trimmed/p225/p225_052_mic1.flac,flac,,4.210208333333333,VCTK_p225,,english
83,vctk#wav48_silence_trimmed/p225/p225_052_mic2,$data_root/wav48_silence_trimmed/p225/p225_052_mic2.flac,flac,,4.210208333333333,VCTK_p225,,english
84,vctk#wav48_silence_trimmed/p225/p225_053_mic1,$data_root/wav48_silence_trimmed/p225/p225_053_mic1.flac,flac,,2.537541666666667,VCTK_p225,,english
85,vctk#wav48_silence_trimmed/p225/p225_053_mic2,$data_root/wav48_silence_trimmed/p225/p225_053_mic2.flac,flac,,2.537541666666667,VCTK_p225,,english
86,vctk#wav48_silence_trimmed/p225/p225_054_mic1,$data_root/wav48_silence_trimmed/p225/p225_054_mic1.flac,flac,,2.8059583333333333,VCTK_p225,,english
87,vctk#wav48_silence_trimmed/p225/p225_054_mic2,$data_root/wav48_silence_trimmed/p225/p225_054_mic2.flac,flac,,2.8059583333333333,VCTK_p225,,english
88,vctk#wav48_silence_trimmed/p225/p225_056_mic1,$data_root/wav48_silence_trimmed/p225/p225_056_mic1.flac,flac,,3.1254166666666667,VCTK_p225,,english
89,vctk#wav48_silence_trimmed/p225/p225_056_mic2,$data_root/wav48_silence_trimmed/p225/p225_056_mic2.flac,flac,,3.1254166666666667,VCTK_p225,,english
90,vctk#wav48_silence_trimmed/p225/p225_057_mic1,$data_root/wav48_silence_trimmed/p225/p225_057_mic1.flac,flac,,5.67775,VCTK_p225,,english
91,vctk#wav48_silence_trimmed/p225/p225_057_mic2,$data_root/wav48_silence_trimmed/p225/p225_057_mic2.flac,flac,,5.67775,VCTK_p225,,english
92,vctk#wav48_silence_trimmed/p225/p225_058_mic1,$data_root/wav48_silence_trimmed/p225/p225_058_mic1.flac,flac,,3.3652083333333334,VCTK_p225,,english
93,vctk#wav48_silence_trimmed/p225/p225_058_mic2,$data_root/wav48_silence_trimmed/p225/p225_058_mic2.flac,flac,,3.3652083333333334,VCTK_p225,,english
94,vctk#wav48_silence_trimmed/p225/p225_059_mic1,$data_root/wav48_silence_trimmed/p225/p225_059_mic1.flac,flac,,3.077875,VCTK_p225,,english
95,vctk#wav48_silence_trimmed/p225/p225_059_mic2,$data_root/wav48_silence_trimmed/p225/p225_059_mic2.flac,flac,,3.077875,VCTK_p225,,english
96,vctk#wav48_silence_trimmed/p225/p225_060_mic1,$data_root/wav48_silence_trimmed/p225/p225_060_mic1.flac,flac,,3.10775,VCTK_p225,,english
97,vctk#wav48_silence_trimmed/p225/p225_060_mic2,$data_root/wav48_silence_trimmed/p225/p225_060_mic2.flac,flac,,3.10775,VCTK_p225,,english
98,vctk#wav48_silence_trimmed/p225/p225_061_mic1,$data_root/wav48_silence_trimmed/p225/p225_061_mic1.flac,flac,,3.990875,VCTK_p225,,english
99,vctk#wav48_silence_trimmed/p225/p225_061_mic2,$data_root/wav48_silence_trimmed/p225/p225_061_mic2.flac,flac,,3.990875,VCTK_p225,,english
100,vctk#wav48_silence_trimmed/p225/p225_062_mic1,$data_root/wav48_silence_trimmed/p225/p225_062_mic1.flac,flac,,3.2448333333333332,VCTK_p225,,english
101,vctk#wav48_silence_trimmed/p225/p225_062_mic2,$data_root/wav48_silence_trimmed/p225/p225_062_mic2.flac,flac,,3.2448333333333332,VCTK_p225,,english
102,vctk#wav48_silence_trimmed/p225/p225_063_mic1,$data_root/wav48_silence_trimmed/p225/p225_063_mic1.flac,flac,,2.7836666666666665,VCTK_p225,,english
103,vctk#wav48_silence_trimmed/p225/p225_063_mic2,$data_root/wav48_silence_trimmed/p225/p225_063_mic2.flac,flac,,2.7836666666666665,VCTK_p225,,english
104,vctk#wav48_silence_trimmed/p225/p225_064_mic1,$data_root/wav48_silence_trimmed/p225/p225_064_mic1.flac,flac,,1.80325,VCTK_p225,,english
105,vctk#wav48_silence_trimmed/p225/p225_064_mic2,$data_root/wav48_silence_trimmed/p225/p225_064_mic2.flac,flac,,1.80325,VCTK_p225,,english
106,vctk#wav48_silence_trimmed/p225/p225_065_mic1,$data_root/wav48_silence_trimmed/p225/p225_065_mic1.flac,flac,,2.5285,VCTK_p225,,english
107,vctk#wav48_silence_trimmed/p225/p225_065_mic2,$data_root/wav48_silence_trimmed/p225/p225_065_mic2.flac,flac,,2.5285,VCTK_p225,,english
108,vctk#wav48_silence_trimmed/p225/p225_066_mic1,$data_root/wav48_silence_trimmed/p225/p225_066_mic1.flac,flac,,2.874375,VCTK_p225,,english
109,vctk#wav48_silence_trimmed/p225/p225_066_mic2,$data_root/wav48_silence_trimmed/p225/p225_066_mic2.flac,flac,,2.874375,VCTK_p225,,english
110,vctk#wav48_silence_trimmed/p225/p225_067_mic1,$data_root/wav48_silence_trimmed/p225/p225_067_mic1.flac,flac,,3.669791666666667,VCTK_p225,,english
111,vctk#wav48_silence_trimmed/p225/p225_067_mic2,$data_root/wav48_silence_trimmed/p225/p225_067_mic2.flac,flac,,3.669791666666667,VCTK_p225,,english
112,vctk#wav48_silence_trimmed/p225/p225_070_mic1,$data_root/wav48_silence_trimmed/p225/p225_070_mic1.flac,flac,,2.3049583333333334,VCTK_p225,,english
113,vctk#wav48_silence_trimmed/p225/p225_070_mic2,$data_root/wav48_silence_trimmed/p225/p225_070_mic2.flac,flac,,2.3049583333333334,VCTK_p225,,english
114,vctk#wav48_silence_trimmed/p225/p225_071_mic1,$data_root/wav48_silence_trimmed/p225/p225_071_mic1.flac,flac,,2.0829166666666667,VCTK_p225,,english
115,vctk#wav48_silence_trimmed/p225/p225_071_mic2,$data_root/wav48_silence_trimmed/p225/p225_071_mic2.flac,flac,,2.0829166666666667,VCTK_p225,,english
116,vctk#wav48_silence_trimmed/p225/p225_072_mic1,$data_root/wav48_silence_trimmed/p225/p225_072_mic1.flac,flac,,2.8979166666666667,VCTK_p225,,english
117,vctk#wav48_silence_trimmed/p225/p225_072_mic2,$data_root/wav48_silence_trimmed/p225/p225_072_mic2.flac,flac,,2.8979166666666667,VCTK_p225,,english
118,vctk#wav48_silence_trimmed/p225/p225_073_mic1,$data_root/wav48_silence_trimmed/p225/p225_073_mic1.flac,flac,,2.512583333333333,VCTK_p225,,english
119,vctk#wav48_silence_trimmed/p225/p225_073_mic2,$data_root/wav48_silence_trimmed/p225/p225_073_mic2.flac,flac,,2.512583333333333,VCTK_p225,,english
120,vctk#wav48_silence_trimmed/p225/p225_081_mic1,$data_root/wav48_silence_trimmed/p225/p225_081_mic1.flac,flac,,2.806375,VCTK_p225,,english
121,vctk#wav48_silence_trimmed/p225/p225_081_mic2,$data_root/wav48_silence_trimmed/p225/p225_081_mic2.flac,flac,,2.806375,VCTK_p225,,english
122,vctk#wav48_silence_trimmed/p225/p225_082_mic1,$data_root/wav48_silence_trimmed/p225/p225_082_mic1.flac,flac,,4.086291666666667,VCTK_p225,,english
123,vctk#wav48_silence_trimmed/p225/p225_082_mic2,$data_root/wav48_silence_trimmed/p225/p225_082_mic2.flac,flac,,4.086291666666667,VCTK_p225,,english
124,vctk#wav48_silence_trimmed/p225/p225_083_mic1,$data_root/wav48_silence_trimmed/p225/p225_083_mic1.flac,flac,,3.9222916666666667,VCTK_p225,,english
125,vctk#wav48_silence_trimmed/p225/p225_083_mic2,$data_root/wav48_silence_trimmed/p225/p225_083_mic2.flac,flac,,3.9222916666666667,VCTK_p225,,english
126,vctk#wav48_silence_trimmed/p225/p225_084_mic1,$data_root/wav48_silence_trimmed/p225/p225_084_mic1.flac,flac,,3.74975,VCTK_p225,,english
127,vctk#wav48_silence_trimmed/p225/p225_084_mic2,$data_root/wav48_silence_trimmed/p225/p225_084_mic2.flac,flac,,3.74975,VCTK_p225,,english
128,vctk#wav48_silence_trimmed/p225/p225_086_mic1,$data_root/wav48_silence_trimmed/p225/p225_086_mic1.flac,flac,,3.6414583333333335,VCTK_p225,,english
129,vctk#wav48_silence_trimmed/p225/p225_086_mic2,$data_root/wav48_silence_trimmed/p225/p225_086_mic2.flac,flac,,3.6414583333333335,VCTK_p225,,english
130,vctk#wav48_silence_trimmed/p225/p225_089_mic1,$data_root/wav48_silence_trimmed/p225/p225_089_mic1.flac,flac,,3.50625,VCTK_p225,,english
131,vctk#wav48_silence_trimmed/p225/p225_089_mic2,$data_root/wav48_silence_trimmed/p225/p225_089_mic2.flac,flac,,3.50625,VCTK_p225,,english
132,vctk#wav48_silence_trimmed/p225/p225_090_mic1,$data_root/wav48_silence_trimmed/p225/p225_090_mic1.flac,flac,,3.4200833333333334,VCTK_p225,,english
133,vctk#wav48_silence_trimmed/p225/p225_090_mic2,$data_root/wav48_silence_trimmed/p225/p225_090_mic2.flac,flac,,3.4200833333333334,VCTK_p225,,english
134,vctk#wav48_silence_trimmed/p225/p225_092_mic1,$data_root/wav48_silence_trimmed/p225/p225_092_mic1.flac,flac,,4.805208333333334,VCTK_p225,,english
135,vctk#wav48_silence_trimmed/p225/p225_092_mic2,$data_root/wav48_silence_trimmed/p225/p225_092_mic2.flac,flac,,4.805208333333334,VCTK_p225,,english
136,vctk#wav48_silence_trimmed/p225/p225_094_mic1,$data_root/wav48_silence_trimmed/p225/p225_094_mic1.flac,flac,,1.6227916666666666,VCTK_p225,,english
137,vctk#wav48_silence_trimmed/p225/p225_094_mic2,$data_root/wav48_silence_trimmed/p225/p225_094_mic2.flac,flac,,1.6227916666666666,VCTK_p225,,english
138,vctk#wav48_silence_trimmed/p225/p225_103_mic1,$data_root/wav48_silence_trimmed/p225/p225_103_mic1.flac,flac,,2.792875,VCTK_p225,,english
139,vctk#wav48_silence_trimmed/p225/p225_103_mic2,$data_root/wav48_silence_trimmed/p225/p225_103_mic2.flac,flac,,2.792875,VCTK_p225,,english
140,vctk#wav48_silence_trimmed/p225/p225_104_mic1,$data_root/wav48_silence_trimmed/p225/p225_104_mic1.flac,flac,,3.3739583333333334,VCTK_p225,,english
141,vctk#wav48_silence_trimmed/p225/p225_104_mic2,$data_root/wav48_silence_trimmed/p225/p225_104_mic2.flac,flac,,3.3739583333333334,VCTK_p225,,english
142,vctk#wav48_silence_trimmed/p225/p225_108_mic1,$data_root/wav48_silence_trimmed/p225/p225_108_mic1.flac,flac,,4.706416666666667,VCTK_p225,,english
143,vctk#wav48_silence_trimmed/p225/p225_108_mic2,$data_root/wav48_silence_trimmed/p225/p225_108_mic2.flac,flac,,4.706416666666667,VCTK_p225,,english
144,vctk#wav48_silence_trimmed/p225/p225_109_mic1,$data_root/wav48_silence_trimmed/p225/p225_109_mic1.flac,flac,,2.2447083333333335,VCTK_p225,,english
145,vctk#wav48_silence_trimmed/p225/p225_109_mic2,$data_root/wav48_silence_trimmed/p225/p225_109_mic2.flac,flac,,2.2447083333333335,VCTK_p225,,english
146,vctk#wav48_silence_trimmed/p225/p225_110_mic1,$data_root/wav48_silence_trimmed/p225/p225_110_mic1.flac,flac,,3.890625,VCTK_p225,,english
147,vctk#wav48_silence_trimmed/p225/p225_110_mic2,$data_root/wav48_silence_trimmed/p225/p225_110_mic2.flac,flac,,3.890625,VCTK_p225,,english
148,vctk#wav48_silence_trimmed/p225/p225_111_mic1,$data_root/wav48_silence_trimmed/p225/p225_111_mic1.flac,flac,,2.307541666666667,VCTK_p225,,english
149,vctk#wav48_silence_trimmed/p225/p225_111_mic2,$data_root/wav48_silence_trimmed/p225/p225_111_mic2.flac,flac,,2.307541666666667,VCTK_p225,,english
150,vctk#wav48_silence_trimmed/p225/p225_113_mic1,$data_root/wav48_silence_trimmed/p225/p225_113_mic1.flac,flac,,3.005916666666667,VCTK_p225,,english
151,vctk#wav48_silence_trimmed/p225/p225_113_mic2,$data_root/wav48_silence_trimmed/p225/p225_113_mic2.flac,flac,,3.005916666666667,VCTK_p225,,english
152,vctk#wav48_silence_trimmed/p225/p225_114_mic1,$data_root/wav48_silence_trimmed/p225/p225_114_mic1.flac,flac,,2.903208333333333,VCTK_p225,,english
153,vctk#wav48_silence_trimmed/p225/p225_114_mic2,$data_root/wav48_silence_trimmed/p225/p225_114_mic2.flac,flac,,2.903208333333333,VCTK_p225,,english
154,vctk#wav48_silence_trimmed/p225/p225_115_mic1,$data_root/wav48_silence_trimmed/p225/p225_115_mic1.flac,flac,,3.854791666666667,VCTK_p225,,english
155,vctk#wav48_silence_trimmed/p225/p225_115_mic2,$data_root/wav48_silence_trimmed/p225/p225_115_mic2.flac,flac,,3.854791666666667,VCTK_p225,,english
156,vctk#wav48_silence_trimmed/p225/p225_116_mic1,$data_root/wav48_silence_trimmed/p225/p225_116_mic1.flac,flac,,4.775166666666666,VCTK_p225,,english
157,vctk#wav48_silence_trimmed/p225/p225_116_mic2,$data_root/wav48_silence_trimmed/p225/p225_116_mic2.flac,flac,,4.775166666666666,VCTK_p225,,english
158,vctk#wav48_silence_trimmed/p225/p225_117_mic1,$data_root/wav48_silence_trimmed/p225/p225_117_mic1.flac,flac,,3.9540416666666665,VCTK_p225,,english
159,vctk#wav48_silence_trimmed/p225/p225_117_mic2,$data_root/wav48_silence_trimmed/p225/p225_117_mic2.flac,flac,,3.9540416666666665,VCTK_p225,,english
160,vctk#wav48_silence_trimmed/p225/p225_118_mic1,$data_root/wav48_silence_trimmed/p225/p225_118_mic1.flac,flac,,2.863166666666667,VCTK_p225,,english
161,vctk#wav48_silence_trimmed/p225/p225_118_mic2,$data_root/wav48_silence_trimmed/p225/p225_118_mic2.flac,flac,,2.863166666666667,VCTK_p225,,english
162,vctk#wav48_silence_trimmed/p225/p225_120_mic1,$data_root/wav48_silence_trimmed/p225/p225_120_mic1.flac,flac,,3.1225,VCTK_p225,,english
163,vctk#wav48_silence_trimmed/p225/p225_120_mic2,$data_root/wav48_silence_trimmed/p225/p225_120_mic2.flac,flac,,3.1225,VCTK_p225,,english
164,vctk#wav48_silence_trimmed/p225/p225_121_mic1,$data_root/wav48_silence_trimmed/p225/p225_121_mic1.flac,flac,,2.344,VCTK_p225,,english
